,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
10859,Kazimierz | Bożego Ciała | 4 Pok | Eng | Ukr,": Stare Miasto, Kazimierz",4.0,2 300 000 zł,158.0,14557.0,https://www.otodom.pl/oferta/kazimierz-bozego-ciala-4-pok-eng-ukr-ID42W3G.html#75002d48cd,2019-10-08 15:01:54.247635,"Krakow , : Stare Miasto, Kazimierz",Kazimierza,Kraków Kazimierza,"Kościół pw. Świętego Kazimierza Królewicza, 4, Reformacka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska",ulica,"(50.0648696, 19.936230887154693, 0.0)",50.0648696,19.936230887154693,0.0
10862,3 Pokoje  Os. Mozarta  Balkon  Super Oferta,: Prądnik Biały,3.0,520 000 zł,58.0,8966.0,https://www.otodom.pl/oferta/3-pokoje-os-mozarta-balkon-super-oferta-ID42W1a.html#75002d48cd,2019-10-08 15:01:54.247635,"Krakow , : Prądnik Biały",Mozarta,Kraków Mozarta,"Osiedle Wolfganga Amadeusza Mozarta, Prądnik Biały, Kraków, województwo małopolskie, 31-232, Polska",ulica,"(50.0939531, 19.953479871554848, 0.0)",50.0939531,19.953479871554848,0.0
10870,Dla Wymagających   Elegancki Apartament Ruczaj,: Dębniki,3.0,655 000 zł,79.21,8269.0,https://www.otodom.pl/oferta/dla-wymagajacych-elegancki-apartament-ruczaj-ID42INp.html#64ee1b13bb,2019-10-08 15:01:55.278942,"Krakow , : Dębniki",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-410, Polska",ulica,"(50.0250823, 19.9239263, 0.0)",50.0250823,19.9239263,0.0
10871,Nowe mieszkanie  2 pok  Dobrego Pasterza !,: Prądnik Czerwony,2.0,399 000 zł,36.0,11083.0,https://www.otodom.pl/oferta/nowe-mieszkanie-2-pok-dobrego-pasterza-ID42Mxl.html#64ee1b13bb,2019-10-08 15:01:55.278942,"Krakow , : Prądnik Czerwony",Pasterza,Kraków Pasterza,"Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska",ulica,"(50.08851445, 19.95839608107648, 0.0)",50.08851445,19.95839608107648,0.0
10877,4 pokoje z dużym potencjałem w Bronowicach,: Bronowice,4.0,565 000 zł,56.5,10000.0,https://www.otodom.pl/oferta/4-pokoje-z-duzym-potencjalem-w-bronowicach-ID42UX1.html#64ee1b13bb,2019-10-08 15:01:55.279945,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
10881,2  pokojowe mieszkanie w centrum Starego Podgórza!,: Podgórze,2.0,517 500 zł,45.0,11500.0,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-centrum-starego-podgorza-ID42UV3.html#64ee1b13bb,2019-10-08 15:01:55.279945,"Krakow , : Podgórze",Sarego,Kraków Sarego,"Józefa Sarego, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-047, Polska",ulica,"(50.0567673, 19.9425266, 0.0)",50.0567673,19.9425266,0.0
10886,mieszkanie 85m  5pok + kuchnia + balkon  Bonarka,": Podgórze, Stare Podgórze",5.0,620 000 zł,85.0,7294.0,https://www.otodom.pl/oferta/mieszkanie-85m-5pok-kuchnia-balkon-bonarka-ID42SzR.html#64ee1b13bb,2019-10-08 15:01:55.280947,"Krakow , : Podgórze, Stare Podgórze",Bonarka,Kraków Bonarka,"Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska",ulica,"(50.0293189, 19.9462275, 0.0)",50.0293189,19.9462275,0.0
10888,INWESTYCJA   kawalerka 32m2  Prądnik Czerwony,: Prądnik Czerwony,1.0,255 000 zł,31.7,8044.0,https://www.otodom.pl/oferta/inwestycja-kawalerka-32m2-pradnik-czerwony-ID42UTa.html#64ee1b13bb,2019-10-08 15:01:55.280947,"Krakow , : Prądnik Czerwony",Czerwona,Kraków Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
10890,Gotowiec inwestycyjny 4 pokoje (Ruczaj),": Dębniki, Ruczaj",4.0,530 000 zł,62.0,8548.0,https://www.otodom.pl/oferta/gotowiec-inwestycyjny-4-pokoje-ruczaj-ID42USG.html#64ee1b13bb,2019-10-08 15:01:55.280947,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-410, Polska",ulica,"(50.0250823, 19.9239263, 0.0)",50.0250823,19.9239263,0.0
10891,Okazja Prokocim 3 pokojowe 55m2 6364 zł / m2,: Bieżanów-Prokocim,3.0,350 000 zł,55.0,6364.0,https://www.otodom.pl/oferta/okazja-prokocim-3-pokojowe-55m2-6364-zl-m2-ID42USe.html#64ee1b13bb,2019-10-08 15:01:55.280947,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
10903,Kraków – Łagiewniki –   Wadowicka – ok 97 m2,: Podgórze,3.0,595 000 zł,97.0,6134.0,https://www.otodom.pl/oferta/krakow-lagiewniki-ul-wadowicka-ok-97-m2-ID42UPz.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Podgórze",Wadowicka,Kraków Wadowicka,"Wadowicka, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-415, Polska",ulica,"(50.0350632, 19.9397264, 0.0)",50.0350632,19.9397264,0.0
10905,Stara Krowodrza|3 pok w zadbanej kamienicy z windą,: Krowodrza,3.0,790 000 zł,78.1,10115.0,https://www.otodom.pl/oferta/stara-krowodrza-3-pok-w-zadbanej-kamienicy-z-winda-ID42UMG.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Krowodrza",Starca,Kraków Starca,"Tadeusza Starca, Osiedle Polana Żywiecka, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska",ulica,"(50.013972, 19.9128331, 0.0)",50.013972,19.9128331,0.0
10908,Trzy pokoje  96 30m2  balkon  Rynek Dębnicki / ENG,: Dębniki,3.0,960 000 zł,96.3,9969.0,https://www.otodom.pl/oferta/trzy-pokoje-96-30m2-balkon-rynek-debnicki-eng-ID42UKY.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Dębniki",Rynek,Kraków Rynek,"Rynek, Cieszanów, gmina Cieszanów, powiat lubaczowski, województwo podkarpackie, 37-611, Polska",ulica,"(50.2448889, 23.1307876, 0.0)",50.2448889,23.1307876,0.0
10916,Atrakcyjne do wejścia 3 pokojowe  Dywizjonu 303,": Nowa Huta, Czyżyny",3.0,464 000 zł,50.1,9261.0,https://www.otodom.pl/oferta/atrakcyjne-do-wejscia-3-pokojowe-os-dywizjonu-303-ID42UHZ.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Nowa Huta, Czyżyny",Dywizjonu,Kraków Dywizjonu,"Osiedle Dywizjonu 303, Czyżyny, Kraków, województwo małopolskie, Polska",ulica,"(50.08314705, 20.005731625960628, 0.0)",50.08314705,20.005731625960628,0.0
10917,Kawalerka  1 pokój  34 m2  Bajeczna  Grzegórzki,: Grzegórzki,1.0,380 800 zł,34.0,11200.0,https://www.otodom.pl/oferta/kawalerka-1-pokoj-34-m2-bajeczna-grzegorzki-ID42UHF.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Grzegórzki",Bajeczna,Kraków Bajeczna,"Bajeczna, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-567, Polska",ulica,"(50.0574115, 19.9766744, 0.0)",50.0574115,19.9766744,0.0
10918, Mozarta  Siewna  3 pokoje  jasna kuchnia,: Prądnik Biały,3.0,675 000 zł,75.03,8996.0,https://www.otodom.pl/oferta/os-mozarta-ul-siewna-3-pokoje-jasna-kuchnia-ID42UFD.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Prądnik Biały",Mozarta,Kraków Mozarta,"Osiedle Wolfganga Amadeusza Mozarta, Prądnik Biały, Kraków, województwo małopolskie, 31-232, Polska",ulica,"(50.0939531, 19.953479871554848, 0.0)",50.0939531,19.953479871554848,0.0
10925,44 07m2)  Kraków   Bronowicka.,": Bronowice, Bronowice Małe",3.0,379 000 zł,44.07,8600.0,https://www.otodom.pl/oferta/44-07m2-krakow-ul-bronowicka-ID42LiZ.html#42a0ee2526,2019-10-08 15:01:56.204896,"Krakow , : Bronowice, Bronowice Małe",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
10933,Wola Duchacka   Nowe  umeblowane mieszkanie,": Podgórze Duchackie, Wola Duchacka",3.0,500 000 zł,49.6,10081.0,https://www.otodom.pl/oferta/wola-duchacka-nowe-umeblowane-mieszkanie-ID42Kft.html#fcb55571cc,2019-10-08 15:01:57.091970,"Krakow , : Podgórze Duchackie, Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
10935,Mieszkanie 52m2    Barska przy Rynku Dębnickim,": Dębniki, Stare Dębniki",3.0,479 000 zł,52.0,9212.0,https://www.otodom.pl/oferta/mieszkanie-52m2-ul-barska-przy-rynku-debnickim-ID42UEo.html#fcb55571cc,2019-10-08 15:01:57.091970,"Krakow , : Dębniki, Stare Dębniki",Barska,Kraków Barska,"Barska, Dębniki, Kraków, województwo małopolskie, 30-307, Polska",ulica,"(50.050669, 19.9295613, 0.0)",50.050669,19.9295613,0.0
10937,Nowe! 3pok.+ bna kuchnia 2balkony G.Bronowice 0%,: Bronowice,3.0,384 475 zł,45.5,8450.0,https://www.otodom.pl/oferta/nowe-3pok-osobna-kuchnia-2balkony-g-bronowice-0-ID42UE6.html#fcb55571cc,2019-10-08 15:01:57.091970,"Krakow , : Bronowice",Nowe,Kraków Nowe,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.997153435836697, 0.0)",50.0469432,19.997153435836697,0.0
10953,DOSKONAŁA LOKALIZACJA ok.   Rydla 2 pokoje,": Bronowice, Bronowice Małe",2.0,413 000 zł,47.0,8787.0,https://www.otodom.pl/oferta/doskonala-lokalizacja-ok-ul-rydla-2-pokoje-ID42JgH.html#fcb55571cc,2019-10-08 15:01:57.091970,"Krakow , : Bronowice, Bronowice Małe",Rydla,Kraków Rydla,"ROD im. Lucjana Rydla, Prądnik Biały, Kraków, województwo małopolskie, Polska",ulica,"(50.08528555, 19.892414925840068, 0.0)",50.08528555,19.892414925840068,0.0
10962,Kawalerka  bezpośrednio  po remoncie  Witkowicka,: Prądnik Biały,1.0,199 900 zł,21.31,9381.0,https://www.otodom.pl/oferta/kawalerka-bezposrednio-po-remoncie-ul-witkowicka-ID42KXa.html#94d2aec8eb,2019-10-08 15:01:57.985666,"Krakow , : Prądnik Biały",Witkowicka,Kraków Witkowicka,"Witkowicka, Witkowice, Prądnik Biały, Kraków, województwo małopolskie, 31-235, Polska",ulica,"(50.1080691, 19.9426428, 0.0)",50.1080691,19.9426428,0.0
10963,Okazja! jasne  mieszkanie Słowackiego   Centrum ✔,: Śródmieście,2.0,477 000 zł,53.29,8951.0,https://www.otodom.pl/oferta/okazja-jasne-mieszkanie-slowackiego-centrum-ID42RnT.html#94d2aec8eb,2019-10-08 15:01:57.985666,"Krakow , : Śródmieście",Słowackiego,Kraków Słowackiego,"Teatr im. Juliusza Słowackiego, 1, Plac Świętego Ducha, Stare Miasto, Kraków, województwo małopolskie, 31-023, Polska",ulica,"(50.0639468, 19.943065943839876, 0.0)",50.0639468,19.943065943839876,0.0
10968,Słoneczne nowoczesne mieszkanie przy  Tynieckiej,: Dębniki,2.0,565 000 zł,57.0,9912.0,https://www.otodom.pl/oferta/sloneczne-nowoczesne-mieszkanie-przy-ul-tynieckiej-ID42Uxv.html#94d2aec8eb,2019-10-08 15:01:57.986689,"Krakow , : Dębniki",Tyniecki,Kraków Tyniecki,"Tyniecki, 160, Tyniecka, Kostrze, Dębniki, Kraków, województwo małopolskie, 30-381, Polska",ulica,"(50.02706945, 19.844293646524815, 0.0)",50.02706945,19.844293646524815,0.0
10969,Ruczaj  3 pokoje  1 piętro,": Dębniki, Ruczaj",3.0,438 996 zł,55.3,7938.0,https://www.otodom.pl/oferta/ruczaj-3-pokoje-1-pietro-ID42Uxb.html#94d2aec8eb,2019-10-08 15:01:57.986689,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-410, Polska",ulica,"(50.0250823, 19.9239263, 0.0)",50.0250823,19.9239263,0.0
10970,5 Pokoi  bliźniak  0% prowizji i Pcc  Zielonki,: małopolskie,5.0,798 147 zł,126.69,6300.0,https://www.otodom.pl/oferta/5-pokoi-blizniak-0-prowizji-i-pcc-zielonki-ID42UvE.html#94d2aec8eb,2019-10-08 15:01:57.986689,"Krakow , : małopolskie",Zielonki,Kraków Zielonki,"Kraków Batowice, Szmaragdowa, Dziekanowice, gmina Zielonki, powiat krakowski, województwo małopolskie, 31-670, Polska",ulica,"(50.1075321, 19.9954682, 0.0)",50.1075321,19.9954682,0.0
10971,Na sprzedaż 3 pokoje   Przemiarki Ruczaj,": Dębniki, Ruczaj",3.0,640 000 zł,61.3,10440.0,https://www.otodom.pl/oferta/na-sprzedaz-3-pokoje-ul-przemiarki-ruczaj-ID42Uwg.html#94d2aec8eb,2019-10-08 15:01:57.986689,"Krakow , : Dębniki, Ruczaj",Przemiarki,Kraków Przemiarki,"Przemiarki, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-348, Polska",ulica,"(50.0223613, 19.9021848, 0.0)",50.0223613,19.9021848,0.0
10982,3 pokoje  zielona część Bronowic Gotowe,": Prądnik Biały, Bronowice Wielkie",3.0,396 000 zł,57.0,6947.0,https://www.otodom.pl/oferta/3-pokoje-zielona-czesc-bronowic-gotowe-ID42Us2.html#94d2aec8eb,2019-10-08 15:01:57.988669,"Krakow , : Prądnik Biały, Bronowice Wielkie",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
10983,Mieszkanie z Garażem  zielona część Krakowa Gotowe,: Bieżanów-Prokocim,2.0,223 500 zł,34.0,6574.0,https://www.otodom.pl/oferta/mieszkanie-z-garazem-zielona-czesc-krakowa-gotowe-ID42Us0.html#94d2aec8eb,2019-10-08 15:01:57.988669,"Krakow , : Bieżanów-Prokocim",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
10984,3 pokoje  zielona część Bronowic,": Prądnik Biały, Bronowice Wielkie",3.0,387 000 zł,46.0,8413.0,https://www.otodom.pl/oferta/3-pokoje-zielona-czesc-bronowic-ID42Us1.html#94d2aec8eb,2019-10-08 15:01:57.989672,"Krakow , : Prądnik Biały, Bronowice Wielkie",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
10996,Ostatnie takie mieszkanie/oddanie IQ 2020,: Prądnik Biały,2.0,300 000 zł,36.8,8152.0,https://www.otodom.pl/oferta/ostatnie-takie-mieszkanie-oddanie-iq-2020-ID42UqE.html#69ecb4757d,2019-10-08 15:01:58.920833,"Krakow , : Prądnik Biały",Ostatnia,Kraków Ostatnia,"Ostatnia, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-445, Polska",ulica,"(50.070786, 19.9766587, 0.0)",50.070786,19.9766587,0.0
10997,3 pokojowe mieszkanie Osiedle Oficerskie,: Prądnik Czerwony,3.0,520 000 zł,53.0,9811.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-osiedle-oficerskie-ID42Uo1.html#69ecb4757d,2019-10-08 15:01:58.920833,"Krakow , : Prądnik Czerwony",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
11002,Piękny Apartament Mitkowskiego + miejsce p ojowe,: Dębniki,2.0,569 000 zł,43.77,13000.0,https://www.otodom.pl/oferta/piekny-apartament-mitkowskiego-miejsce-postojowe-ID42Uks.html#69ecb4757d,2019-10-08 15:01:58.921870,"Krakow , : Dębniki",Makowskiego,Kraków Makowskiego,"Makowskiego, Tadeusza Makowskiego, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-325, Polska",ulica,"(50.0875621, 19.9172938, 0.0)",50.0875621,19.9172938,0.0
11013,2pok/44m2/Bieżanów Prokocim/  Złocień/ Agatowa,": Bieżanów-Prokocim, Złocień",2.0,290 000 zł,44.0,6591.0,https://www.otodom.pl/oferta/2pok-44m2-biezanow-prokocim-os-zlocien-ul-agatowa-ID42Ubx.html#69ecb4757d,2019-10-08 15:01:58.922841,"Krakow , : Bieżanów-Prokocim, Złocień",Agatowa,Kraków Agatowa,"Agatowa, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-798, Polska",ulica,"(50.0201836, 20.0473713, 0.0)",50.0201836,20.0473713,0.0
11024,Radzikowskiego  mieszkanie z balkonem  I piętro,: Krowodrza,1.0,320 000 zł,35.34,9055.0,https://www.otodom.pl/oferta/radzikowskiego-mieszkanie-z-balkonem-i-pietro-ID42PuJ.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Krowodrza",Idzikowskiego,Kraków Idzikowskiego,"Ludwika Idzikowskiego, Rakowice, Grzegórzki, Kraków, województwo małopolskie, 31-519, Polska",ulica,"(50.0768625, 19.9600088, 0.0)",50.0768625,19.9600088,0.0
11028,Zwierzyniec   wyjątkowe apartamenty z ogrodami,": Zwierzyniec, Olszanica",4.0,785 000 zł,98.42,7976.0,https://www.otodom.pl/oferta/zwierzyniec-wyjatkowe-apartamenty-z-ogrodami-ID42U5y.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Zwierzyniec, Olszanica",Zwierzyniecki,Kraków Zwierzyniecki,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-062, Polska",ulica,"(50.06043135, 19.923620120041726, 0.0)",50.06043135,19.923620120041726,0.0
11029,Wyjątkowy apartament z ogrodem 180m2,: Bronowice,6.0,948 762 zł,110.05,8621.0,https://www.otodom.pl/oferta/wyjatkowy-apartament-z-ogrodem-180m2-ID42U5x.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Bronowice",Ogrodem,Kraków Ogrodem,"Za Ogrodem, Wadów, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-990, Polska",ulica,"(50.0986422, 20.1175645, 0.0)",50.0986422,20.1175645,0.0
11042,Mieszkanie typu studio w centrum Krakowa! | 31m2,: Stare Miasto,1.0,330 000 zł,31.0,10645.0,https://www.otodom.pl/oferta/mieszkanie-typu-studio-w-centrum-krakowa-31m2-ID42U3F.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Stare Miasto",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
11043,Open space w centrum Krakowa | 40m2 | 2 pokoje,: Stare Miasto,2.0,450 000 zł,47.6,9454.0,https://www.otodom.pl/oferta/open-space-w-centrum-krakowa-40m2-2-pokoje-ID42U3E.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Stare Miasto",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
11044,2 pok /54 m2 /balkon/Kliny Borkowskie/ Borkowska,": Dębniki, Kliny-Zacisze",2.0,375 000 zł,54.0,6944.0,https://www.otodom.pl/oferta/2-pok-54-m2-balkon-kliny-borkowskie-ul-borkowska-ID42U35.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Dębniki, Kliny-Zacisze",Borkowska,Kraków Borkowska,"Borkowska, Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, 32, Polska",ulica,"(50.0041101, 19.9058179, 0.0)",50.0041101,19.9058179,0.0
11045,Okazja ! Szkolne 2 pokojowe 48m2 6229 zł / m2,: Nowa Huta,2.0,299 000 zł,48.0,6229.0,https://www.otodom.pl/oferta/okazja-os-szkolne-2-pokojowe-48m2-6229-zl-m2-ID42U2Z.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Nowa Huta",Szkolne,Kraków Szkolne,"Osiedle Szkolne, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0774958, 20.0482373, 0.0)",50.0774958,20.0482373,0.0
11046,Świetna lokalizacja Zwierzyniec  Salwator  okazja!,: Zwierzyniec,5.0,690 000 zł,71.65,9630.0,https://www.otodom.pl/oferta/swietna-lokalizacja-zwierzyniec-salwator-okazja-ID42U2C.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Zwierzyniec",Zwierzyniecki,Kraków Zwierzyniecki,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-062, Polska",ulica,"(50.06043135, 19.923620120041726, 0.0)",50.06043135,19.923620120041726,0.0
11049,Rodzinne mieszkanie  3 pokoje na Starej Krowodrzy,: Krowodrza,3.0,720 000 zł,71.0,10141.0,https://www.otodom.pl/oferta/rodzinne-mieszkanie-3-pokoje-na-starej-krowodrzy-ID42U1f.html#90e17ed59f,2019-10-08 15:01:59.911205,"Krakow , : Krowodrza",Rodzinna,Kraków Rodzinna,"Rodzinna, Pychowice, Dębniki, Kraków, województwo małopolskie, 30-377, Polska",ulica,"(50.0329889, 19.8867312, 0.0)",50.0329889,19.8867312,0.0
11058,Piękny apartament  3 min od pętli  zielona okolica,": Łagiewniki-Borek Fałęcki, Łagiewniki",4.0,620 000 zł,90.0,6889.0,https://www.otodom.pl/oferta/piekny-apartament-3-min-od-petli-zielona-okolica-ID42U1c.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Łagiewniki-Borek Fałęcki, Łagiewniki",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
11063,Nowe Mieszkania W Okolicy Placu Bohaterów Getta,": Podgórze, Stare Podgórze",3.0,599 000 zł,57.0,10509.0,https://www.otodom.pl/oferta/nowe-mieszkania-w-okolicy-placu-bohaterow-getta-ID42TUV.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Podgórze, Stare Podgórze",Getta,Kraków Getta,"Plac Bohaterów Getta, Podgórze, Kraków, województwo małopolskie, Polska",ulica,"(50.0467232, 19.95438111538139, 0.0)",50.0467232,19.95438111538139,0.0
11068,Stylowe mieszkanie z widokiem na Wisłę,": Stare Miasto, Kazimierz",2.0,899 000 zł,59.9,15008.0,https://www.otodom.pl/oferta/stylowe-mieszkanie-z-widokiem-na-wisle-ID42Jvj.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Stare Miasto, Kazimierz",Stalowe,Kraków Stalowe,"Osiedle Stalowe, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0738288, 20.0506477, 0.0)",50.0738288,20.0506477,0.0
11069,CENTRUM 3 pokoje Mazowiecka,: Krowodrza,3.0,569 000 zł,58.0,9810.0,https://www.otodom.pl/oferta/centrum-3-pokoje-mazowiecka-ID42TPM.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Krowodrza",Mazowiecka,Kraków Mazowiecka,"Kraków, gmina Słubice, powiat płocki, województwo mazowieckie, 09-533, Polska",ulica,"(52.3511111, 19.9441667, 0.0)",52.3511111,19.9441667,0.0
11070,Ostatnie Takie Mieszkanie W Tej Inwestycji  Cesja!,": Zwierzyniec, Wola Justowska",1.0,319 900 zł,27.53,11620.0,https://www.otodom.pl/oferta/ostatnie-takie-mieszkanie-w-tej-inwestycji-cesja-ID42TP5.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Zwierzyniec, Wola Justowska",Ostatnia,Kraków Ostatnia,"Ostatnia, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-445, Polska",ulica,"(50.070786, 19.9766587, 0.0)",50.070786,19.9766587,0.0
11071,Ruczaj  3 pokoje 55 m2  klima  od właściciela,": Dębniki, Ruczaj",3.0,520 000 zł,55.5,9369.0,https://www.otodom.pl/oferta/ruczaj-3-pokoje-55-m2-klima-od-wlasciciela-ID42TOY.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-410, Polska",ulica,"(50.0250823, 19.9239263, 0.0)",50.0250823,19.9239263,0.0
11074,duże mieszkanie 2 pok. park    Kolorowe  Pilne!,: Nowa Huta,2.0,370 000 zł,54.25,6820.0,https://www.otodom.pl/oferta/duze-mieszkanie-2-pok-park-os-kolorowe-pilne-ID42N5Z.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Nowa Huta",Kolorowe,Kraków Kolorowe,"Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0742702, 20.0268877, 0.0)",50.0742702,20.0268877,0.0
11076,Urocze 1 pokojowe 36m2 290 000 zł,: Nowa Huta,1.0,290 000 zł,36.0,8056.0,https://www.otodom.pl/oferta/urocze-1-pokojowe-36m2-290-000-zl-ID42TLG.html#b09751cbb0,2019-10-08 15:02:00.852670,"Krakow , : Nowa Huta",Urocze,Kraków Urocze,"Osiedle Urocze, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0775, 20.0366667, 0.0)",50.0775,20.0366667,0.0
